,driver,constructor,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
1144,TSU,Scuderia AlphaTauri,Australia,2022,11.0,77.014,31.4,False,79.424,0
1145,ZHO,Sauber,Australia,2022,16.67,77.014,31.4,False,79.91,0
1146,ALB,Williams,Australia,2022,13.25,77.014,31.4,False,80.135,0
1147,MAG,Haas,Australia,2022,12.0,77.014,31.4,False,80.254,0
1149,VER,Red Bull,Imola,2022,2.0,75.737,15.5,True,78.793,0
1150,LEC,Ferrari,Imola,2022,4.0,75.737,15.5,True,78.79599999999999,0
1151,NOR,McLaren,Imola,2022,5.75,75.737,15.5,True,79.294,0
1152,MAG,Haas,Imola,2022,14.33,75.737,15.5,True,79.902,0
1153,ALO,Alpine,Imola,2022,10.38,75.737,15.5,True,79.595,0
1154,RIC,McLaren,Imola,2022,6.5,75.737,15.5,True,79.98,0
1155,PER,Red Bull,Imola,2022,6.75,75.737,15.5,True,79.29599999999999,0
1156,BOT,Sauber,Imola,2022,8.0,75.737,15.5,True,80.19200000000001,0
1157,SAI,Ferrari,Imola,2022,7.25,75.737,15.5,True,78.99,0
1158,RUS,Mercedes,Imola,2022,10.5,75.737,15.5,True,80.383,0
1159,HAM,Mercedes,Imola,2022,6.25,75.737,15.5,True,80.47,0
1160,ZHO,Sauber,Imola,2022,18.5,75.737,15.5,True,79.73,0
1161,STR,Aston Martin,Imola,2022,13.25,75.737,15.5,True,80.342,0
1162,TSU,Scuderia AlphaTauri,Imola,2022,13.0,75.737,15.5,True,80.474,0
1163,GAS,Scuderia AlphaTauri,Imola,2022,10.25,75.737,15.5,True,80.732,0
1164,OCO,Alpine,Imola,2022,12.25,75.737,15.5,True,82.338,0
1166,LEC,Ferrari,Miami,2022,3.33,88.051,53.6,False,88.79599999999999,0
1167,SAI,Ferrari,Miami,2022,2.67,88.051,53.6,False,88.986,0
1168,VER,Red Bull,Miami,2022,4.33,88.051,53.6,False,88.991,0
1169,PER,Red Bull,Miami,2022,3.0,88.051,53.6,False,89.036,0
1170,BOT,Sauber,Miami,2022,10.33,88.051,53.6,False,89.475,0
1171,HAM,Mercedes,Miami,2022,9.0,88.051,53.6,False,89.625,0
1172,GAS,Scuderia AlphaTauri,Miami,2022,8.0,88.051,53.6,False,89.69,0
1173,NOR,McLaren,Miami,2022,5.0,88.051,53.6,False,89.634,0
1174,TSU,Scuderia AlphaTauri,Miami,2022,12.0,88.051,53.6,False,89.932,0
1175,STR,Aston Martin,Miami,2022,13.0,88.051,53.6,False,89.996,0
1176,ALO,Alpine,Miami,2022,9.33,88.051,53.6,False,90.16,0
1177,RUS,Mercedes,Miami,2022,8.33,88.051,53.6,False,90.173,0
1178,RIC,McLaren,Miami,2022,17.0,88.051,53.6,False,90.31,0
1179,MAG,Haas,Miami,2022,12.67,88.051,53.6,False,90.975,0
1180,ZHO,Sauber,Miami,2022,16.67,88.051,53.6,False,91.02,0
1181,ALB,Williams,Miami,2022,14.33,88.051,53.6,False,91.26599999999999,0
1182,LEC,Ferrari,Spain,2022,8.14,72.256,47.9,False,78.75,0
1183,VER,Red Bull,Spain,2022,3.4,72.256,47.9,False,79.07300000000001,0
1184,SAI,Ferrari,Spain,2022,7.0,72.256,47.9,False,79.166,0
1185,RUS,Mercedes,Spain,2022,12.0,72.256,47.9,False,79.393,0
1186,PER,Red Bull,Spain,2022,10.0,72.256,47.9,False,79.42,0
1187,HAM,Mercedes,Spain,2022,4.33,72.256,47.9,False,79.512,0
1188,BOT,Sauber,Spain,2022,6.42,72.256,47.9,False,79.608,0
1189,MAG,Haas,Spain,2022,12.44,72.256,47.9,False,79.682,0
1190,RIC,McLaren,Spain,2022,9.5,72.256,47.9,False,80.287,0
1191,NOR,McLaren,Spain,2022,7.0,72.256,47.9,False,80.471,0
1192,OCO,Alpine,Spain,2022,9.86,72.256,47.9,False,80.638,0
1193,TSU,Scuderia AlphaTauri,Spain,2022,15.25,72.256,47.9,False,80.639,0
1194,GAS,Scuderia AlphaTauri,Spain,2022,10.14,72.256,47.9,False,80.719,0
1195,ZHO,Sauber,Spain,2022,14.33,72.256,47.9,False,80.476,0
1196,ALO,Alpine,Spain,2022,7.29,72.256,47.9,False,81.043,0
1197,STR,Aston Martin,Spain,2022,13.0,72.256,47.9,False,81.418,0
1198,ALB,Williams,Spain,2022,14.6,72.256,47.9,False,81.645,0
1199,LEC,Ferrari,Monaco,2022,6.33,71.266,55.3,False,71.376,0
1200,SAI,Ferrari,Monaco,2022,6.89,71.266,55.3,False,71.601,0
1201,PER,Red Bull,Monaco,2022,11.17,71.266,55.3,False,71.629,0
1202,VER,Red Bull,Monaco,2022,7.78,71.266,55.3,False,71.666,0
1203,NOR,McLaren,Monaco,2022,7.2,71.266,55.3,False,71.849,0
1204,RUS,Mercedes,Monaco,2022,10.6,71.266,55.3,False,72.112,0
1205,ALO,Alpine,Monaco,2022,8.1,71.266,55.3,False,72.247,0
1206,HAM,Mercedes,Monaco,2022,5.47,71.266,55.3,False,72.56,0
1207,OCO,Alpine,Monaco,2022,9.33,71.266,55.3,False,72.528,0
1208,TSU,Scuderia AlphaTauri,Monaco,2022,11.0,71.266,55.3,False,72.797,0
1209,BOT,Sauber,Monaco,2022,10.0,71.266,55.3,False,72.909,0
1210,MAG,Haas,Monaco,2022,13.63,71.266,55.3,False,72.92099999999999,0
1211,RIC,McLaren,Monaco,2022,7.73,71.266,55.3,False,72.964,0
1212,ALB,Williams,Monaco,2022,12.0,71.266,55.3,False,73.611,0
1213,GAS,Scuderia AlphaTauri,Monaco,2022,9.67,71.266,55.3,False,73.66,0
1214,STR,Aston Martin,Monaco,2022,15.57,71.266,55.3,False,73.678,0
1215,ZHO,Sauber,Monaco,2022,19.0,71.266,55.3,False,75.606,0
1216,LEC,Ferrari,Baku,2022,4.8,102.465,39.2,False,101.35900000000001,0
1217,PER,Red Bull,Baku,2022,5.29,102.465,39.2,False,101.64099999999999,0
1218,VER,Red Bull,Baku,2022,4.43,102.465,39.2,False,101.706,0
1219,SAI,Ferrari,Baku,2022,9.14,102.465,39.2,False,101.814,0
1220,RUS,Mercedes,Baku,2022,11.75,102.465,39.2,False,102.712,0
1221,GAS,Scuderia AlphaTauri,Baku,2022,12.8,102.465,39.2,False,102.845,0
1222,HAM,Mercedes,Baku,2022,4.14,102.465,39.2,False,102.924,0
1223,TSU,Scuderia AlphaTauri,Baku,2022,7.67,102.465,39.2,False,103.056,0
1224,ALO,Alpine,Baku,2022,11.33,102.465,39.2,False,103.173,0
1225,NOR,McLaren,Baku,2022,8.5,102.465,39.2,False,103.398,0
1226,RIC,McLaren,Baku,2022,8.5,102.465,39.2,False,103.574,0
1227,OCO,Alpine,Baku,2022,11.6,102.465,39.2,False,103.58500000000001,0
1228,ZHO,Sauber,Baku,2022,14.5,102.465,39.2,False,103.777,0
1229,BOT,Sauber,Baku,2022,7.43,102.465,39.2,False,104.444,0
1230,MAG,Haas,Baku,2022,15.5,102.465,39.2,False,104.643,0
1231,ALB,Williams,Baku,2022,13.33,102.465,39.2,False,104.719,0
1232,STR,Aston Martin,Baku,2022,13.0,102.465,39.2,False,105.37100000000001,0
1233,SAI,Ferrari,Silverstone,2022,9.0,88.924,25.4,True,100.19,0
1234,VER,Red Bull,Silverstone,2022,4.0,88.924,25.4,True,99.12899999999999,0
1235,LEC,Ferrari,Silverstone,2022,5.75,88.924,25.4,True,99.846,0
1236,PER,Red Bull,Silverstone,2022,12.31,88.924,25.4,True,100.521,0
1237,HAM,Mercedes,Silverstone,2022,4.05,88.924,25.4,True,100.428,0
1238,NOR,McLaren,Silverstone,2022,5.57,88.924,25.4,True,101.515,0
1239,ALO,Alpine,Silverstone,2022,9.05,88.924,25.4,True,101.598,0
1240,RUS,Mercedes,Silverstone,2022,11.5,88.924,25.4,True,100.02799999999999,0
1241,ZHO,Sauber,Silverstone,2022,13.33,88.924,25.4,True,100.791,0
1242,GAS,Scuderia AlphaTauri,Silverstone,2022,11.0,88.924,25.4,True,101.68,0
1243,BOT,Sauber,Silverstone,2022,8.31,88.924,25.4,True,101.396,0
1244,TSU,Scuderia AlphaTauri,Silverstone,2022,14.5,88.924,25.4,True,101.893,0
1245,RIC,McLaren,Silverstone,2022,10.21,88.924,25.4,True,101.93299999999999,0
1246,OCO,Alpine,Silverstone,2022,11.88,88.924,25.4,True,101.72999999999999,0
1247,ALB,Williams,Silverstone,2022,10.5,88.924,25.4,True,102.078,0
1248,MAG,Haas,Silverstone,2022,14.4,88.924,25.4,True,102.15899999999999,0
1249,STR,Aston Martin,Silverstone,2022,13.11,88.924,25.4,True,103.43,0
1250,VER,Red Bull,Austria,2022,2.92,65.288,37.6,False,64.984,0
1251,LEC,Ferrari,Austria,2022,7.56,65.288,37.6,False,65.013,0
1252,SAI,Ferrari,Austria,2022,9.0,65.288,37.6,False,65.066,0
1253,RUS,Mercedes,Austria,2022,10.5,65.288,37.6,False,65.431,0
1254,OCO,Alpine,Austria,2022,11.22,65.288,37.6,False,65.726,0
1255,MAG,Haas,Austria,2022,12.5,65.288,37.6,False,65.879,0
1256,ALO,Alpine,Austria,2022,14.08,65.288,37.6,False,66.016,0
1257,HAM,Mercedes,Austria,2022,4.23,65.288,37.6,False,65.475,0
1258,GAS,Scuderia AlphaTauri,Austria,2022,9.67,65.288,37.6,False,66.16,0
1259,ALB,Williams,Austria,2022,11.5,65.288,37.6,False,66.23,0
1260,BOT,Sauber,Austria,2022,6.69,65.288,37.6,False,66.319,0
1261,PER,Red Bull,Austria,2022,10.54,65.288,37.6,False,65.404,0
1262,TSU,Scuderia AlphaTauri,Austria,2022,12.8,65.288,37.6,False,66.463,0
1263,NOR,McLaren,Austria,2022,4.75,65.288,37.6,False,66.33,0
1264,RIC,McLaren,Austria,2022,9.75,65.288,37.6,False,66.613,0
1265,STR,Aston Martin,Austria,2022,11.9,65.288,37.6,False,66.847,0
1266,ZHO,Sauber,Austria,2022,16.67,65.288,37.6,False,66.901,0
1267,LEC,Ferrari,France,2022,4.75,92.6,56.1,False,90.872,0
1268,VER,Red Bull,France,2022,2.75,92.6,56.1,False,91.176,0
1269,PER,Red Bull,France,2022,8.5,92.6,56.1,False,91.33500000000001,0
1270,HAM,Mercedes,France,2022,2.0,92.6,56.1,False,91.765,0
1271,NOR,McLaren,France,2022,6.0,92.6,56.1,False,92.032,0
1272,RUS,Mercedes,France,2022,13.33,92.6,56.1,False,92.131,0
1273,ALO,Alpine,France,2022,10.67,92.6,56.1,False,92.55199999999999,0
1274,TSU,Scuderia AlphaTauri,France,2022,14.0,92.6,56.1,False,92.78,0
1275,SAI,Ferrari,France,2022,9.25,92.6,56.1,False,91.081,0
1276,MAG,Haas,France,2022,14.67,92.6,56.1,False,92.649,0
1277,RIC,McLaren,France,2022,8.0,92.6,56.1,False,92.922,0
1278,OCO,Alpine,France,2022,10.67,92.6,56.1,False,93.048,0
1279,BOT,Sauber,France,2022,4.5,92.6,56.1,False,93.03399999999999,0
1280,ALB,Williams,France,2022,12.0,92.6,56.1,False,93.307,0
1281,GAS,Scuderia AlphaTauri,France,2022,10.75,92.6,56.1,False,93.439,0
1282,STR,Aston Martin,France,2022,17.5,92.6,56.1,False,93.439,0
1283,ZHO,Sauber,France,2022,16.0,92.6,56.1,False,93.674,0
1284,RUS,Mercedes,Hungary,2022,13.33,76.498,27.4,False,77.377,0
1285,SAI,Ferrari,Hungary,2022,8.1,76.498,27.4,False,77.42099999999999,0
1286,LEC,Ferrari,Hungary,2022,6.86,76.498,27.4,False,77.56700000000001,0
1287,NOR,McLaren,Hungary,2022,4.83,76.498,27.4,False,77.769,0
1288,OCO,Alpine,Hungary,2022,12.29,76.498,27.4,False,78.018,0
1289,ALO,Alpine,Hungary,2022,7.29,76.498,27.4,False,77.904,0
1290,HAM,Mercedes,Hungary,2022,3.5,76.498,27.4,False,78.035,0
1291,BOT,Sauber,Hungary,2022,6.08,76.498,27.4,False,78.157,0
1292,RIC,McLaren,Hungary,2022,10.71,76.498,27.4,False,78.19800000000001,0
1293,VER,Red Bull,Hungary,2022,5.1,76.498,27.4,False,77.703,0
1294,PER,Red Bull,Hungary,2022,11.57,76.498,27.4,False,78.51599999999999,0
1295,ZHO,Sauber,Hungary,2022,11.67,76.498,27.4,False,78.57300000000001,0
1296,MAG,Haas,Hungary,2022,15.67,76.498,27.4,False,78.825,0
1297,STR,Aston Martin,Hungary,2022,13.25,76.498,27.4,False,79.137,0
1298,TSU,Scuderia AlphaTauri,Hungary,2022,14.75,76.498,27.4,False,79.24,0
1299,ALB,Williams,Hungary,2022,14.2,76.498,27.4,False,79.256,0
1300,GAS,Scuderia AlphaTauri,Hungary,2022,11.71,76.498,27.4,False,79.527,0
1301,VER,Red Bull,Spa-Francorchamps,2022,7.2,106.075,20.3,False,103.66499999999999,0
1302,SAI,Ferrari,Spa-Francorchamps,2022,10.1,106.075,20.3,False,104.297,0
1303,PER,Red Bull,Spa-Francorchamps,2022,6.38,106.075,20.3,False,104.462,0
1304,LEC,Ferrari,Spa-Francorchamps,2022,7.43,106.075,20.3,False,104.551,0
1305,OCO,Alpine,Spa-Francorchamps,2022,10.25,106.075,20.3,False,105.18,0
1306,ALO,Alpine,Spa-Francorchamps,2022,9.63,106.075,20.3,False,105.368,0
1307,HAM,Mercedes,Spa-Francorchamps,2022,4.0,106.075,20.3,False,105.42,0
1308,RUS,Mercedes,Spa-Francorchamps,2022,8.33,106.075,20.3,False,105.461,0
1309,ALB,Williams,Spa-Francorchamps,2022,10.6,106.075,20.3,False,105.672,0
1310,NOR,McLaren,Spa-Francorchamps,2022,10.67,106.075,20.3,False,105.60300000000001,0
1311,RIC,McLaren,Spa-Francorchamps,2022,10.29,106.075,20.3,False,105.767,0
1312,GAS,Scuderia AlphaTauri,Spa-Francorchamps,2022,10.43,106.075,20.3,False,105.827,0
1313,ZHO,Sauber,Spa-Francorchamps,2022,18.0,106.075,20.3,False,106.08500000000001,0
1314,STR,Aston Martin,Spa-Francorchamps,2022,13.63,106.075,20.3,False,106.256,0
1315,MAG,Haas,Spa-Francorchamps,2022,12.56,106.075,20.3,False,106.557,0
1316,TSU,Scuderia AlphaTauri,Spa-Francorchamps,2022,16.75,106.075,20.3,False,106.69200000000001,0
1317,BOT,Sauber,Spa-Francorchamps,2022,9.67,106.075,20.3,False,107.866,0
1318,VER,Red Bull,Zandvoort,2022,1.0,76.69,39.4,False,70.342,0
1319,LEC,Ferrari,Zandvoort,2022,5.33,76.69,39.4,False,70.363,0
1320,SAI,Ferrari,Zandvoort,2022,5.0,76.69,39.4,False,70.434,0
1321,HAM,Mercedes,Zandvoort,2022,6.33,76.69,39.4,False,70.648,0
1322,PER,Red Bull,Zandvoort,2022,10.67,76.69,39.4,False,71.077,0
1323,RUS,Mercedes,Zandvoort,2022,6.67,76.69,39.4,False,70.824,0
1324,NOR,McLaren,Zandvoort,2022,7.33,76.69,39.4,False,71.116,0
1325,TSU,Scuderia AlphaTauri,Zandvoort,2022,13.33,76.69,39.4,False,71.42699999999999,0
1326,STR,Aston Martin,Zandvoort,2022,11.0,76.69,39.4,False,71.416,0
1327,GAS,Scuderia AlphaTauri,Zandvoort,2022,9.0,76.69,39.4,False,71.512,0
1328,OCO,Alpine,Zandvoort,2022,12.0,76.69,39.4,False,71.605,0
1329,ALO,Alpine,Zandvoort,2022,9.0,76.69,39.4,False,71.613,0
1330,ZHO,Sauber,Zandvoort,2022,14.5,76.69,39.4,False,71.70400000000001,0
1331,ALB,Williams,Zandvoort,2022,9.5,76.69,39.4,False,71.695,0
1332,BOT,Sauber,Zandvoort,2022,12.33,76.69,39.4,False,71.961,0
1333,RIC,McLaren,Zandvoort,2022,13.5,76.69,39.4,False,72.081,0
1334,MAG,Haas,Zandvoort,2022,19.0,76.69,39.4,False,72.319,0
1335,LEC,Ferrari,Monza,2022,6.33,81.451,40.3,False,80.161,0
1336,VER,Red Bull,Monza,2022,8.78,81.451,40.3,False,80.306,0
1337,SAI,Ferrari,Monza,2022,9.89,81.451,40.3,False,80.429,0
1338,PER,Red Bull,Monza,2022,10.15,81.451,40.3,False,81.206,0
1339,HAM,Mercedes,Monza,2022,4.65,81.451,40.3,False,81.524,0
1340,RUS,Mercedes,Monza,2022,10.6,81.451,40.3,False,81.542,0
1341,NOR,McLaren,Monza,2022,7.4,81.451,40.3,False,81.584,0
1342,RIC,McLaren,Monza,2022,10.92,81.451,40.3,False,81.855,0
1343,GAS,Scuderia AlphaTauri,Monza,2022,13.0,81.451,40.3,False,82.01,0
1344,ALO,Alpine,Monza,2022,9.35,81.451,40.3,False,81.861,0
1345,OCO,Alpine,Monza,2022,12.71,81.451,40.3,False,82.13,0
1346,BOT,Sauber,Monza,2022,8.45,81.451,40.3,False,82.235,0
1347,ZHO,Sauber,Monza,2022,12.5,81.451,40.3,False,82.003,0
1348,TSU,Scuderia AlphaTauri,Monza,2022,15.33,81.451,40.3,False,82.02,0
1349,STR,Aston Martin,Monza,2022,10.0,81.451,40.3,False,82.748,0
1350,MAG,Haas,Monza,2022,13.38,81.451,40.3,False,82.908,0
1351,LEC,Ferrari,Singapore,2022,4.5,92.076,27.1,False,109.412,0
1352,PER,Red Bull,Singapore,2022,12.09,92.076,27.1,False,109.434,0
1353,HAM,Mercedes,Singapore,2022,2.93,92.076,27.1,False,109.46600000000001,0
1354,SAI,Ferrari,Singapore,2022,7.71,92.076,27.1,False,109.583,0
1355,ALO,Alpine,Singapore,2022,7.31,92.076,27.1,False,109.96600000000001,0
1356,NOR,McLaren,Singapore,2022,6.33,92.076,27.1,False,110.584,0
1357,GAS,Scuderia AlphaTauri,Singapore,2022,11.25,92.076,27.1,False,111.211,0
1358,VER,Red Bull,Singapore,2022,5.57,92.076,27.1,False,111.39500000000001,0
1359,MAG,Haas,Singapore,2022,12.0,92.076,27.1,False,111.57300000000001,0
1360,TSU,Scuderia AlphaTauri,Singapore,2022,12.5,92.076,27.1,False,111.983,0
1361,RUS,Mercedes,Singapore,2022,13.33,92.076,27.1,False,114.012,0
1362,STR,Aston Martin,Singapore,2022,17.0,92.076,27.1,False,114.211,0
1363,ZHO,Sauber,Singapore,2022,16.5,92.076,27.1,False,115.375,0
1364,BOT,Sauber,Singapore,2022,9.67,92.076,27.1,False,116.083,0
1365,RIC,McLaren,Singapore,2022,9.9,92.076,27.1,False,116.226,0
1366,OCO,Alpine,Singapore,2022,13.8,92.076,27.1,False,116.337,0
1367,ALB,Williams,Singapore,2022,12.67,92.076,27.1,False,116.985,0
1368,VER,Red Bull,Suzuka,2022,4.38,89.285,27.0,False,89.304,0
1369,LEC,Ferrari,Suzuka,2022,5.2,89.285,27.0,False,89.314,0
1370,SAI,Ferrari,Suzuka,2022,9.5,89.285,27.0,False,89.361,0
1371,PER,Red Bull,Suzuka,2022,8.5,89.285,27.0,False,89.709,0
1372,OCO,Alpine,Suzuka,2022,11.67,89.285,27.0,False,90.16499999999999,0
1373,HAM,Mercedes,Suzuka,2022,4.14,89.285,27.0,False,90.261,0
1374,ALO,Alpine,Suzuka,2022,10.33,89.285,27.0,False,90.322,0
1375,RUS,Mercedes,Suzuka,2022,10.75,89.285,27.0,False,90.389,0
1376,NOR,McLaren,Suzuka,2022,6.0,89.285,27.0,False,90.473,0
1377,RIC,McLaren,Suzuka,2022,11.36,89.285,27.0,False,90.65899999999999,0
1378,BOT,Sauber,Suzuka,2022,8.2,89.285,27.0,False,90.709,0
1379,TSU,Scuderia AlphaTauri,Suzuka,2022,10.67,89.285,27.0,False,90.80799999999999,0
1380,ZHO,Sauber,Suzuka,2022,17.67,89.285,27.0,False,90.894,0
1381,ALB,Williams,Suzuka,2022,12.25,89.285,27.0,False,91.311,0
1382,GAS,Scuderia AlphaTauri,Suzuka,2022,13.17,89.285,27.0,False,91.322,0
1383,MAG,Haas,Suzuka,2022,14.63,89.285,27.0,False,91.352,0
1384,STR,Aston Martin,Suzuka,2022,15.33,89.285,27.0,False,91.419,0
1385,SAI,Ferrari,Austin,2022,8.13,95.585,37.7,False,94.356,0
1386,LEC,Ferrari,Austin,2022,6.0,95.585,37.7,False,94.42099999999999,0
1387,VER,Red Bull,Austin,2022,7.25,95.585,37.7,False,94.44800000000001,0
1388,PER,Red Bull,Austin,2022,9.91,95.585,37.7,False,94.64500000000001,0
1389,HAM,Mercedes,Austin,2022,2.45,95.585,37.7,False,94.947,0
1390,RUS,Mercedes,Austin,2022,11.75,95.585,37.7,False,94.988,0
1391,STR,Aston Martin,Austin,2022,13.67,95.585,37.7,False,95.598,0
1392,NOR,McLaren,Austin,2022,5.75,95.585,37.7,False,95.69,0
1393,ALO,Alpine,Austin,2022,11.3,95.585,37.7,False,95.876,0
1394,BOT,Sauber,Austin,2022,7.2,95.585,37.7,False,96.319,0
1395,ALB,Williams,Austin,2022,9.67,95.585,37.7,False,96.368,0
1396,GAS,Scuderia AlphaTauri,Austin,2022,11.0,95.585,37.7,False,96.577,0
1397,ZHO,Sauber,Austin,2022,15.0,95.585,37.7,False,96.656,0
1398,TSU,Scuderia AlphaTauri,Austin,2022,13.33,95.585,37.7,False,96.80799999999999,0
1399,MAG,Haas,Austin,2022,13.71,95.585,37.7,False,96.949,0
1400,RIC,McLaren,Austin,2022,8.27,95.585,37.7,False,97.04599999999999,0
1401,OCO,Alpine,Austin,2022,12.17,95.585,37.7,False,97.068,0
1402,VER,Red Bull,Mexico,2022,3.25,78.306,48.8,False,77.775,0
1403,RUS,Mercedes,Mexico,2022,11.25,78.306,48.8,False,78.07900000000001,0
1404,HAM,Mercedes,Mexico,2022,2.88,78.306,48.8,False,78.084,0
1405,PER,Red Bull,Mexico,2022,8.38,78.306,48.8,False,78.128,0
1406,SAI,Ferrari,Mexico,2022,7.13,78.306,48.8,False,78.351,0
1407,BOT,Sauber,Mexico,2022,5.63,78.306,48.8,False,78.401,0
1408,LEC,Ferrari,Mexico,2022,5.2,78.306,48.8,False,78.555,0
1409,NOR,McLaren,Mexico,2022,12.75,78.306,48.8,False,78.721,0
1410,ALO,Alpine,Mexico,2022,13.29,78.306,48.8,False,78.939,0
1411,OCO,Alpine,Mexico,2022,13.5,78.306,48.8,False,79.01,0
1412,RIC,McLaren,Mexico,2022,7.63,78.306,48.8,False,79.325,0
1413,ZHO,Sauber,Mexico,2022,11.0,78.306,48.8,False,79.476,0
1414,TSU,Scuderia AlphaTauri,Mexico,2022,16.0,78.306,48.8,False,79.589,0
1415,GAS,Scuderia AlphaTauri,Mexico,2022,13.33,78.306,48.8,False,79.672,0
1416,MAG,Haas,Mexico,2022,16.0,78.306,48.8,False,79.833,0
1417,STR,Aston Martin,Mexico,2022,17.33,78.306,48.8,False,80.52,0
1418,ALB,Williams,Mexico,2022,12.0,78.306,48.8,False,80.85900000000001,0
1419,MAG,Haas,Brazil,2022,11.0,70.513,27.0,True,71.41,0
1420,VER,Red Bull,Brazil,2022,3.63,70.513,27.0,True,70.881,0
1421,RUS,Mercedes,Brazil,2022,11.0,70.513,27.0,True,71.318,0
1422,NOR,McLaren,Brazil,2022,6.75,70.513,27.0,True,71.377,0
1423,SAI,Ferrari,Brazil,2022,10.63,70.513,27.0,True,70.89,0
1424,OCO,Alpine,Brazil,2022,14.67,70.513,27.0,True,71.587,0
1425,ALO,Alpine,Brazil,2022,8.8,70.513,27.0,True,71.394,0
1426,HAM,Mercedes,Brazil,2022,5.19,70.513,27.0,True,71.539,0
1427,PER,Red Bull,Brazil,2022,11.25,70.513,27.0,True,71.456,0
1428,LEC,Ferrari,Brazil,2022,6.8,70.513,27.0,True,70.95,0
1429,ALB,Williams,Brazil,2022,12.33,70.513,27.0,True,71.631,0
1430,GAS,Scuderia AlphaTauri,Brazil,2022,11.0,70.513,27.0,True,71.675,0
1431,RIC,McLaren,Brazil,2022,12.75,70.513,27.0,True,72.14,0
1432,STR,Aston Martin,Brazil,2022,14.0,70.513,27.0,True,72.21000000000001,0
1433,ZHO,Sauber,Brazil,2022,16.5,70.513,27.0,True,75.197,0
1434,BOT,Sauber,Brazil,2022,7.6,70.513,27.0,True,75.486,0
1435,TSU,Scuderia AlphaTauri,Brazil,2022,17.0,70.513,27.0,True,76.264,0
1436,VER,Red Bull,Abu Dhabi,2022,3.89,84.216,46.0,False,83.824,0
1437,PER,Red Bull,Abu Dhabi,2022,9.15,84.216,46.0,False,84.05199999999999,0
1438,LEC,Ferrari,Abu Dhabi,2022,5.83,84.216,46.0,False,84.092,0
1439,SAI,Ferrari,Abu Dhabi,2022,10.33,84.216,46.0,False,84.242,0
1440,HAM,Mercedes,Abu Dhabi,2022,2.67,84.216,46.0,False,84.508,0
1441,RUS,Mercedes,Abu Dhabi,2022,12.2,84.216,46.0,False,84.511,0
1442,NOR,McLaren,Abu Dhabi,2022,5.0,84.216,46.0,False,84.769,0
1443,OCO,Alpine,Abu Dhabi,2022,11.0,84.216,46.0,False,84.83,0
1444,RIC,McLaren,Abu Dhabi,2022,10.62,84.216,46.0,False,85.045,0
1445,ALO,Alpine,Abu Dhabi,2022,9.69,84.216,46.0,False,85.096,0
1446,TSU,Scuderia AlphaTauri,Abu Dhabi,2022,8.33,84.216,46.0,False,85.219,0
1447,STR,Aston Martin,Abu Dhabi,2022,13.57,84.216,46.0,False,85.35900000000001,0
1448,ZHO,Sauber,Abu Dhabi,2022,17.0,84.216,46.0,False,85.408,0
1449,MAG,Haas,Abu Dhabi,2022,15.13,84.216,46.0,False,85.834,0
1450,GAS,Scuderia AlphaTauri,Abu Dhabi,2022,13.29,84.216,46.0,False,85.85900000000001,0
1451,BOT,Sauber,Abu Dhabi,2022,9.27,84.216,46.0,False,85.892,0
1452,ALB,Williams,Abu Dhabi,2022,10.75,84.216,46.0,False,86.02799999999999,0
1453,VER,Red Bull,Bahrain,2023,5.64,90.021,29.8,False,89.708,1
1454,PER,Red Bull,Bahrain,2023,9.21,90.021,29.8,False,89.846,1
1455,LEC,Ferrari,Bahrain,2023,5.75,90.021,29.8,False,90.0,1
1456,SAI,Ferrari,Bahrain,2023,8.64,90.021,29.8,False,90.154,1
1457,ALO,Aston Martin,Bahrain,2023,8.0,90.021,29.8,False,90.336,1
1458,RUS,Mercedes,Bahrain,2023,9.71,90.021,29.8,False,90.34,1
1459,HAM,Mercedes,Bahrain,2023,3.94,90.021,29.8,False,90.384,1
1460,STR,Aston Martin,Bahrain,2023,13.56,90.021,29.8,False,90.836,1
1461,OCO,Alpine,Bahrain,2023,11.88,90.021,29.8,False,90.914,1
1462,HUL,Haas,Bahrain,2023,11.25,90.021,29.8,False,90.809,1
1463,NOR,McLaren,Bahrain,2023,10.71,90.021,29.8,False,91.381,1
1464,BOT,Sauber,Bahrain,2023,5.92,90.021,29.8,False,91.443,1
1465,ZHO,Sauber,Bahrain,2023,15.0,90.021,29.8,False,91.473,1
1466,TSU,Scuderia AlphaTauri,Bahrain,2023,13.5,90.021,29.8,False,91.4,1
1467,ALB,Williams,Bahrain,2023,11.67,90.021,29.8,False,91.461,1
1468,SAR,Williams,Bahrain,2023,17.6,90.021,29.8,False,91.652,1
1469,MAG,Haas,Bahrain,2023,13.4,90.021,29.8,False,91.892,1
1470,PIA,McLaren,Bahrain,2023,13.0,90.021,29.8,False,92.101,1
1471,GAS,Alpine,Bahrain,2023,11.25,90.021,29.8,False,92.181,1
1472,PER,Red Bull,Jeddah,2023,2.5,88.584,32.4,False,88.265,1
1473,LEC,Ferrari,Jeddah,2023,5.0,88.584,32.4,False,88.42,1
1474,ALO,Aston Martin,Jeddah,2023,6.5,88.584,32.4,False,88.73,1
1475,RUS,Mercedes,Jeddah,2023,7.5,88.584,32.4,False,88.857,1
1476,SAI,Ferrari,Jeddah,2023,7.33,88.584,32.4,False,88.931,1
